DateTimeUTC,StageIV_Precip_in,SelectedFile,SourceType,WeightColUsed,LoadMethod
2018-07-01 00:00:00+00:00,0.0,ST4.2018070100.01h,legacy,WatershedFraction,pygrib:tp
2018-07-01 01:00:00+00:00,0.0,ST4.2018070101.01h,legacy,WatershedFraction,pygrib:tp
2018-07-01 02:00:00+00:00,0.0,ST4.2018070102.01h,legacy,WatershedFraction,pygrib:tp
2018-07-01 03:00:00+00:00,0.0,ST4.2018070103.01h,legacy,WatershedFraction,pygrib:tp
2018-07-01 04:00:00+00:00,0.0,ST4.2018070104.01h,legacy,WatershedFraction,pygrib:tp
2018-07-01 05:00:00+00:00,0.0,ST4.2018070105.01h,legacy,WatershedFraction,pygrib:tp
2018-07-01 06:00:00+00:00,0.0,ST4.2018070106.01h,legacy,WatershedFraction,pygrib:tp
2018-07-01 07:00:00+00:00,0.0,ST4.2018070107.01h,legacy,WatershedFraction,pygrib:tp
2018-07-01 08:00:00+00:00,0.0,ST4.2018070108.01h,legacy,WatershedFraction,pygrib:tp
2018-07-01 09:00:00+00:00,0.0,ST4.2018070109.01h,legacy,WatershedFraction,pygrib:tp
2018-07-01 10:00:00+00:00,0.0,ST4.2018070110.01h,legacy,WatershedFraction,pygrib:tp
2018-07-01 11:00:00+00:00,0.0,ST4.2018070111.01h,legacy,WatershedFraction,pygrib:tp
2018-07-01 12:00:00+00:00,0.0,ST4.2018070112.01h,legacy,WatershedFraction,pygrib:tp
2018-07-01 13:00:00+00:00,0.0,ST4.2018070113.01h,legacy,WatershedFraction,pygrib:tp
2018-07-01 14:00:00+00:00,0.0,ST4.2018070114.01h,legacy,WatershedFraction,pygrib:tp
2018-07-01 15:00:00+00:00,0.0,ST4.2018070115.01h,legacy,WatershedFraction,pygrib:tp
2018-07-01 16:00:00+00:00,0.0,ST4.2018070116.01h,legacy,WatershedFraction,pygrib:tp
2018-07-01 17:00:00+00:00,0.0,ST4.2018070117.01h,legacy,WatershedFraction,pygrib:tp
2018-07-01 18:00:00+00:00,0.0,ST4.2018070118.01h,legacy,WatershedFraction,pygrib:tp
2018-07-01 19:00:00+00:00,0.0,ST4.2018070119.01h,legacy,WatershedFraction,pygrib:tp
2018-07-01 20:00:00+00:00,0.0,ST4.2018070120.01h,legacy,WatershedFraction,pygrib:tp
2018-07-01 21:00:00+00:00,0.0,ST4.2018070121.01h,legacy,WatershedFraction,pygrib:tp
2018-07-01 22:00:00+00:00,0.0,ST4.2018070122.01h,legacy,WatershedFraction,pygrib:tp
2018-07-01 23:00:00+00:00,0.0,ST4.2018070123.01h,legacy,WatershedFraction,pygrib:tp
2018-07-02 00:00:00+00:00,0.0,ST4.2018070200.01h,legacy,WatershedFraction,pygrib:tp
2018-07-02 01:00:00+00:00,0.0,ST4.2018070201.01h,legacy,WatershedFraction,pygrib:tp
2018-07-02 02:00:00+00:00,0.0,ST4.2018070202.01h,legacy,WatershedFraction,pygrib:tp
2018-07-02 03:00:00+00:00,0.0,ST4.2018070203.01h,legacy,WatershedFraction,pygrib:tp
2018-07-02 04:00:00+00:00,0.0,ST4.2018070204.01h,legacy,WatershedFraction,pygrib:tp
2018-07-02 05:00:00+00:00,0.0,ST4.2018070205.01h,legacy,WatershedFraction,pygrib:tp
2018-07-02 06:00:00+00:00,0.0,ST4.2018070206.01h,legacy,WatershedFraction,pygrib:tp
2018-07-02 07:00:00+00:00,0.0,ST4.2018070207.01h,legacy,WatershedFraction,pygrib:tp
2018-07-02 08:00:00+00:00,0.0,ST4.2018070208.01h,legacy,WatershedFraction,pygrib:tp
2018-07-02 09:00:00+00:00,0.0,ST4.2018070209.01h,legacy,WatershedFraction,pygrib:tp
2018-07-02 10:00:00+00:00,0.0,ST4.2018070210.01h,legacy,WatershedFraction,pygrib:tp
2018-07-02 11:00:00+00:00,0.0,ST4.2018070211.01h,legacy,WatershedFraction,pygrib:tp
2018-07-02 12:00:00+00:00,0.0,ST4.2018070212.01h,legacy,WatershedFraction,pygrib:tp
2018-07-02 13:00:00+00:00,0.0,ST4.2018070213.01h,legacy,WatershedFraction,pygrib:tp
2018-07-02 14:00:00+00:00,0.0,ST4.2018070214.01h,legacy,WatershedFraction,pygrib:tp
2018-07-02 15:00:00+00:00,0.0,ST4.2018070215.01h,legacy,WatershedFraction,pygrib:tp
2018-07-02 16:00:00+00:00,0.0,ST4.2018070216.01h,legacy,WatershedFraction,pygrib:tp
2018-07-02 17:00:00+00:00,0.0,ST4.2018070217.01h,legacy,WatershedFraction,pygrib:tp
2018-07-02 18:00:00+00:00,0.0,ST4.2018070218.01h,legacy,WatershedFraction,pygrib:tp
2018-07-02 19:00:00+00:00,0.0,ST4.2018070219.01h,legacy,WatershedFraction,pygrib:tp
2018-07-02 20:00:00+00:00,0.0,ST4.2018070220.01h,legacy,WatershedFraction,pygrib:tp
2018-07-02 21:00:00+00:00,0.0,ST4.2018070221.01h,legacy,WatershedFraction,pygrib:tp
2018-07-02 22:00:00+00:00,0.0,ST4.2018070222.01h,legacy,WatershedFraction,pygrib:tp
2018-07-02 23:00:00+00:00,0.0,ST4.2018070223.01h,legacy,WatershedFraction,pygrib:tp
