DateTimeUTC,StageIV_Precip_in,SelectedFile,SourceType,WeightColUsed
2024-09-01 00:00:00+00:00,0.0,st4_conus.2024090100.01h.grb2,conus,WatershedFraction
2024-09-01 01:00:00+00:00,0.0,st4_conus.2024090101.01h.grb2,conus,WatershedFraction
2024-09-01 02:00:00+00:00,0.0,st4_conus.2024090102.01h.grb2,conus,WatershedFraction
2024-09-01 03:00:00+00:00,0.0,st4_conus.2024090103.01h.grb2,conus,WatershedFraction
2024-09-01 04:00:00+00:00,0.0,st4_conus.2024090104.01h.grb2,conus,WatershedFraction
2024-09-01 05:00:00+00:00,0.0,st4_conus.2024090105.01h.grb2,conus,WatershedFraction
2024-09-01 06:00:00+00:00,0.0,st4_conus.2024090106.01h.grb2,conus,WatershedFraction
2024-09-01 07:00:00+00:00,0.0,st4_conus.2024090107.01h.grb2,conus,WatershedFraction
2024-09-01 08:00:00+00:00,0.0,st4_conus.2024090108.01h.grb2,conus,WatershedFraction
2024-09-01 09:00:00+00:00,0.0,st4_conus.2024090109.01h.grb2,conus,WatershedFraction
2024-09-01 10:00:00+00:00,0.014095787067578571,st4_conus.2024090110.01h.grb2,conus,WatershedFraction
2024-09-01 11:00:00+00:00,0.0,st4_conus.2024090111.01h.grb2,conus,WatershedFraction
2024-09-01 12:00:00+00:00,0.0,st4_conus.2024090112.01h.grb2,conus,WatershedFraction
2024-09-01 13:00:00+00:00,0.0008155589707716113,st4_conus.2024090113.01h.grb2,conus,WatershedFraction
2024-09-01 14:00:00+00:00,0.0,st4_conus.2024090114.01h.grb2,conus,WatershedFraction
2024-09-01 15:00:00+00:00,0.0,st4_conus.2024090115.01h.grb2,conus,WatershedFraction
2024-09-01 16:00:00+00:00,0.0,st4_conus.2024090116.01h.grb2,conus,WatershedFraction
2024-09-01 17:00:00+00:00,1.4990164975397447e-05,st4_conus.2024090117.01h.grb2,conus,WatershedFraction
2024-09-01 18:00:00+00:00,0.0,st4_conus.2024090118.01h.grb2,conus,WatershedFraction
2024-09-01 19:00:00+00:00,0.0,st4_conus.2024090119.01h.grb2,conus,WatershedFraction
2024-09-01 20:00:00+00:00,0.0,st4_conus.2024090120.01h.grb2,conus,WatershedFraction
2024-09-01 21:00:00+00:00,0.0,st4_conus.2024090121.01h.grb2,conus,WatershedFraction
2024-09-01 22:00:00+00:00,0.0,st4_conus.2024090122.01h.grb2,conus,WatershedFraction
2024-09-01 23:00:00+00:00,0.0,st4_conus.2024090123.01h.grb2,conus,WatershedFraction
2024-09-02 00:00:00+00:00,0.0,st4_conus.2024090200.01h.grb2,conus,WatershedFraction
2024-09-02 01:00:00+00:00,0.0,st4_conus.2024090201.01h.grb2,conus,WatershedFraction
2024-09-02 02:00:00+00:00,0.0,st4_conus.2024090202.01h.grb2,conus,WatershedFraction
2024-09-02 03:00:00+00:00,0.0,st4_conus.2024090203.01h.grb2,conus,WatershedFraction
2024-09-02 04:00:00+00:00,5.246557741389107e-05,st4_conus.2024090204.01h.grb2,conus,WatershedFraction
2024-09-02 05:00:00+00:00,0.029383653963480527,st4_conus.2024090205.01h.grb2,conus,WatershedFraction
2024-09-02 06:00:00+00:00,0.0,st4_conus.2024090206.01h.grb2,conus,WatershedFraction
