City,Watershed,GridType,Cell_I,Cell_J,Centroid_Lon,Centroid_Lat,CellArea_m2,PartArea_m2,CellAreaFraction,WatershedArea_m2,WatershedFraction,NearestToGage
Austin,US,StageIV,582,180,-97.71866177438957,30.317740694416052,14733317.351,1534932.865,0.104181,2689467.804,0.57072,Yes
Austin,US,StageIV,582,181,-97.71358737253388,30.352005771224615,14743529.534,1154534.939,0.078308,2689467.804,0.42928,No
Austin,DS,StageIV,581,179,-97.76339264928932,30.287848080894122,14724408.432,187152.636,0.01271,12482408.814,0.014993,No
Austin,DS,StageIV,581,180,-97.75835230265912,30.32210631228728,14734618.449,197675.634,0.013416,12482408.814,0.015836,No
Austin,DS,StageIV,582,179,-97.72372915134683,30.283486981617088,14723108.699,5079059.668,0.344972,12482408.814,0.406897,Yes
Austin,DS,StageIV,582,180,-97.71866177438957,30.317740694416052,14733317.351,5863985.937,0.398009,12482408.814,0.46978,No
Austin,DS,StageIV,582,181,-97.71358737253388,30.352005771224615,14743529.534,1154534.939,0.078308,12482408.814,0.092493,No
